safe,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S21,S22
1,37.6455,14.0338,0.286709,688,87.2093,0,0,1,8,0.015875,310,1,1,56,19.6,0.28,240,4.50625,0,0,4,15.3519
0,41.9695,17.7581,0.277627,676,88.7574,0,0,1,-4,0.016253,313,1,1,60,0,0,1008,3.01875,0,19.9,4,15.8547
1,33.896,11.0024,0.25687,808,74.2574,0,0,1,-2,0.015938,314,1,1,60,0,0.385,240,5.99375,0,16.5,4,15.3742
0,33.2796,11.6335,0.286709,752,79.7872,0,0,1,8,0.016064,315,1,1,59,0,0.07,1008,4.50625,0,13.9,4,15.3178
1,32.948,13.7066,0.255573,584,102.74,0,0,4,20,0.016883,324,1,1,61,0,0,496,4.50625,0,26.9,4,15.0161
1,38.9418,13.9522,0.269844,656,91.4634,0,0,4,-6,0.015938,331,0,1,63,16,0.385,255,4.50625,0,0,4,15.2886
1,42.2974,13.4945,0.259465,656,91.4634,0,0,4,0,0.01619,329,0,1,63,0,0,511,1.4875,0,11.5,4,15.5325
1,40.9819,11.6259,0.27633,632,94.9367,0,0,4,0,0.015182,323,0,1,63,0,0,511,1.4875,0,11.9,4,15.4616
1,34.6301,11.9984,0.083029,688,87.2093,28.013,142.302,0,-20,0.015749,376,1,1,62,0,0,240,3.01875,0,6.7,4,16.0758
1,37.8936,7.86102,0.103786,652,92.0245,0,0,0,32,0.016568,364,1,1,66,0,0,240,3.01875,0,38.6,4,16.2573
1,35.2074,10.6089,0.133624,664,90.3614,26.022,141.236,0,6,0.016064,364,1,1,65,0,0,752,3.01875,0,37.8,4,16.0512
1,45.0999,11.9416,0.118057,716,83.7989,0,0,0,-96,0.015938,366,1,1,61,0,0,767,4.50625,0,31,4,17.2876
1,45.5031,8.36656,0.064866,688,87.2093,0,0,0,-116,0.015938,366,1,1,61,0,-0.175,767,1.4875,1,27.6,4,17.3899
1,39.1634,12.6388,0.110273,680,88.2353,28.627,144.174,0,14,0.016883,370,1,1,64,0,-0.455,511,1.4875,1,29.3,4,17.2185
1,40.5198,11.2684,0.137516,624,96.1538,27.758,142.47,0,-36,0.016316,382,1,1,68,0,-0.77,255,1.4875,1,0,4,17.3962
1,34.4547,15.1605,0.094705,664,90.3614,0,0,0,-12,0.016505,362,1,1,66,0,-0.56,511,1.4875,0,28.9,4,17.4785
1,37.4175,9.40685,0.096002,632,94.9367,0,0,0,-8,0.016001,368,1,1,65,0,-0.385,511,1.4875,0,31.5,4,17.8259
1,35.7115,13.1258,0.128435,640,93.75,0,0,0,12,0.016001,360,1,1,60,0,-0.56,255,1.4875,0,19.1,4,17.6562
1,34.9388,6.9292,0.112867,640,93.75,0,0,0,8,0.016001,370,1,1,67,0,-0.56,1023,1.4875,0,11.7,4,17.5431
1,34.3431,10.6793,0.106381,644,93.1677,0,0,0,0,0.015938,370,1,1,67,0,-0.56,1023,0,0,1,4,17.4946
1,36.891,8.51975,0.101191,628,95.5414,31.871,182.438,0,14,0.015812,382,3,1,67,19.2,0.455,1008,5.99375,0,0,4,17.881
1,33.0147,10.9469,0.103786,648,92.5926,32.055,175.365,0,0,0.015812,373,1,1,65,0,0,511,3.01875,0,0,4,17.2533
1,32.4392,10.4312,0.099894,684,87.7193,28.167,169.822,0,-8,0.01556,364,1,1,65,0,0.175,752,5.99375,0,7.3,4,17.0713
1,32.1156,9.36808,0.103786,692,86.7052,28.167,169.822,0,-28,0.015434,373,1,1,66,0,-0.07,511,3.01875,0,0,4,17.022
1,33.1885,17.4692,0.103786,672,89.2857,28.438,170.189,0,-28,0.015371,376,1,1,65,0,0,511,3.01875,0,0,4,17.0733
1,32.7202,10.5177,0.108975,672,89.2857,0,0,0,0,0.015812,374,1,1,65,0,0,767,1.4875,0,9.1,4,16.9436
1,32.2303,11.4261,0.090813,712,84.2697,0,0,0,0,0.016001,367,1,1,62,0,0,511,3.01875,0,25.6,4,16.79
1,32.3769,8.14039,0.098597,720,83.3333,0,0,0,0,0.016001,367,1,1,64,0,0.07,496,3.01875,0,32.6,4,16.783
1,32.7119,13.7378,0.142706,700,85.7143,28.65,161.744,0,-20,0.015938,373,1,1,67,0,-0.07,511,3.01875,0,4.5,4,16.6988
1,33.2009,8.24514,0.133624,720,83.3333,29.155,161.734,0,-10,0.016127,373,1,1,67,0,-0.175,1023,1.4875,0,10.2,4,16.6775
1,36.0729,10.912,0.136219,696,86.2069,28.961,165.541,0,20,0.016253,373,1,1,70,0,-0.28,1023,1.4875,0,0,4,16.8376
1,36.4543,18.7646,0.120651,680,88.2353,28.436,161.613,0,20,0.015875,381,1,1,70,5.2,0,767,3.01875,0,0,4,16.8685
1,34.2066,18.3075,0.115462,652,92.0245,0,0,0,-8,0.015875,379,1,1,71,0,0,752,3.01875,0,0,4,16.6462
1,34.4749,12.4536,0.097299,688,87.2093,29.224,163.406,0,-6,0.01619,380,1,1,70,0,0,1023,3.01875,0,19.9,4,16.7066
1,34.9829,17.1374,0.116759,640,93.75,29.244,162.724,0,-24,0.01619,368,1,1,70,0,0,1023,0,0,22.6,4,16.542
1,34.5468,16.8439,0.115462,656,91.4634,29.588,165.905,0,-8,0.016631,366,1,1,69,0,-0.385,1023,3.01875,1,40.8,4,16.4307
1,34.5966,9.0178,0.115462,656,91.4634,29.475,165.936,0,-12,0.016631,361,1,1,69,0,-0.56,1023,3.01875,1,40.8,4,16.3993
1,34.6537,10.0593,0.137516,672,89.2857,28.263,172.405,0,4,0.016757,371,1,1,70,0,-0.665,767,1.4875,1,15.8,4,16.3493
1,36.3246,17.8799,0.105083,664,90.3614,29.867,183.032,0,0,0.016001,364,1,1,72,0,0,240,4.50625,0,36.9,4,16.4715
1,36.6855,7.85796,0.105083,664,90.3614,29.867,183.032,0,0,0.016001,364,1,1,72,0,0,240,4.50625,0,37.3,4,16.4998
1,37.3814,9.89419,0.12584,712,84.2697,30.049,191.858,0,-8,0.015686,373,1,1,71,0,0.28,752,7.48125,0,25.6,4,16.7235
1,36.5405,10.6971,0.119354,704,85.2273,0,0,0,-16,0.015371,366,1,1,70,0,0,1008,7.48125,0,30.4,4,16.6594
1,36.0657,8.61055,0.119354,676,88.7574,28.117,191.482,0,-20,0.015245,363,1,1,70,0,0.07,1008,7.48125,0,31.3,4,16.6462
1,34.8745,17.9953,0.098597,676,88.7574,0,0,0,26,0.015875,364,1,1,69,0,0.28,752,7.48125,0,31.3,4,16.5697
1,36.4279,7.4031,0.12584,708,84.7458,0,0,0,28,0.015749,374,1,1,59,0,0.56,1008,9.0125,0,0,4,16.7719
0,34.5107,9.47113,0.103786,672,89.2857,28.952,184.156,0,-8,0.016253,374,1,1,71,0,0,511,1.4875,0,0,4,16.5296
1,40.2474,16.3174,0.114165,692,86.7052,28.341,173.026,0,-36,0.01619,372,1,1,63,18,-0.28,255,0,0,0,4,17.4822
1,40.8006,10.1481,0.114165,692,86.7052,28.341,173.026,0,-36,0.016001,374,1,1,62,20.4,-0.175,255,0,0,0,4,17.5706
1,42.7735,8.30772,0.108975,724,82.8729,26.401,174.154,0,-32,0.015686,374,1,1,66,25.6,0,1023,1.4875,0,0,4,17.8251
1,47.0845,12.7214,0.102489,716,83.7989,26.195,175.094,0,16,0.016064,387,1,1,62,22.4,0.07,496,4.50625,0,0,4,18.3398
1,37.2724,9.92275,0.116759,696,86.2069,26.421,176.954,0,-8,0.01556,373,1,1,62,0,0.175,752,7.48125,0,26.9,4,17.7948
1,32.6781,11.9129,0.097299,720,83.3333,27.214,181.082,0,2,0.016001,390,1,1,67,0,0.07,1008,5.99375,0,23,4,17.3186
1,39.1833,11.9032,0.114165,696,86.2069,26.368,180.695,0,22,0.016127,380,1,1,67,18.8,0.07,255,3.01875,0,0,4,17.7815
1,40.4015,9.57961,0.114165,700,85.7143,26.368,180.695,0,18,0.016127,383,1,1,68,19.6,0.07,255,3.01875,0,0,4,17.8982
1,32.0326,18.8078,0.142706,716,83.7989,0,0,0,-8,0.016127,378,1,1,71,6,-0.07,511,1.4875,0,0,4,17.1867
1,32.8255,8.97869,0.101191,692,86.7052,29.26,173.29,0,12,0.016127,371,1,1,69,0,-0.07,511,1.4875,0,12.8,4,17.0671
1,32.092,9.85219,0.110273,668,89.8204,30.333,172.15,0,-20,0.016001,373,1,1,71,0,0.07,496,3.01875,0,18,4,16.9392
1,36.108,7.15009,0.127138,640,93.75,30.45,172.683,0,-6,0.016253,372,1,1,71,0,0,1023,3.01875,0,14.5,4,17.224
1,36.8158,12.7034,0.127138,640,93.75,30.45,172.683,0,0,0.016316,375,1,1,71,0,0.07,1008,3.01875,0,14.5,4,17.2556
0,37.5059,15.3695,0.099894,720,83.3333,28.801,172.153,0,12,0.016001,375,1,1,72,0,0.28,1023,3.01875,0,15.8,4,17.4536
1,34.9567,7.0904,0.107678,728,82.4176,27.193,172.437,0,-2,0.016253,380,1,1,70,0,-0.175,1023,1.4875,0,0.8,4,17.0911
1,32.0162,10.9143,0.094705,636,94.3396,23.662,171.413,0,6,0.015749,371,1,1,70,0,0,240,4.50625,0,18.9,4,17.1792
1,31.9706,11.3477,0.094705,636,94.3396,23.832,171.128,0,6,0.015749,371,1,1,70,0,0.175,240,4.50625,0,18.9,4,17.1935
1,34.6832,11.7347,0.09211,652,92.0245,27.178,166.831,0,0,0.016253,376,1,1,75,0,0,511,1.4875,0,10.2,4,17.3703
1,33.7199,14.8672,0.114165,620,96.7742,28.046,166.504,0,14,0.016379,382,1,1,75,0,0,752,3.01875,0,13.2,4,17.2502
1,36.3352,10.2009,0.081731,624,96.1538,0,0,0,-18,0.016064,369,1,1,75,0,-0.07,255,3.01875,0,26.3,4,17.536
1,37.1798,11.6361,0.096002,636,94.3396,0,0,0,-4,0.016253,373,1,1,76,0,-0.07,767,3.01875,0,21,4,17.6206
1,33.6807,10.2747,0.102489,636,94.3396,27.868,161.386,0,-2,0.016316,371,1,1,76,0,0,240,3.01875,0,7.3,4,17.3491
1,34.8379,12.231,0.11157,628,95.5414,0,0,0,20,0.016379,370,1,1,75,0,0,240,3.01875,0,10.4,4,17.3285
1,33.3735,12.179,0.114165,624,96.1538,26.252,161.077,0,-4,0.016001,378,1,1,77,0,0,1008,4.50625,0,18.2,4,17.1741
1,33.3146,19.5372,0.114165,624,96.1538,26.252,161.077,0,-4,0.016001,378,1,1,77,0,0,1008,4.50625,0,20.8,4,17.1441
1,35.9536,11.2111,0.089515,624,96.1538,0,0,0,-6,0.016316,371,1,1,77,0,-0.07,255,3.01875,0,24.7,4,17.3839
1,35.3013,9.67943,0.114165,632,94.9367,26.598,161.4,0,-2,0.016064,370,1,1,77,0,0,511,3.01875,0,23.4,4,17.3069
1,40.675,17.9426,0.105083,640,93.75,0,0,0,24,0.016127,373,1,1,77,0,0.07,1023,3.01875,0,16.7,4,17.8179
1,37.2862,10.7791,0.096002,636,94.3396,26.417,161.449,0,-24,0.015938,371,1,1,77,0,-0.07,1023,3.01875,0,12.1,4,17.578
1,35.2997,12.1129,0.101191,628,95.5414,29.429,162.277,0,0,0.016253,379,1,1,73,0,-0.07,255,3.01875,0,17.6,4,17.4607
1,32.6696,10.7655,0.141408,628,95.5414,29.93,167.77,0,2,0.01619,364,1,1,71,0,0,240,3.01875,0,28,4,17.0046
1,35.2471,19.8533,0.116759,636,94.3396,0,0,0,14,0.016127,366,1,1,71,0,0,1023,3.01875,0,17.6,4,17.1145
1,35.891,11.2506,0.09211,612,98.0392,0,0,0,2,0.015938,378,1,1,71,0,-0.175,255,1.4875,0,0,4,17.1472
0,37.0098,9.85593,0.096002,704,85.2273,29.291,159.74,0,8,0.016379,361,1,1,69,0,-0.175,511,0,0,16.7,4,17.4003
1,40.7938,9.00573,0.107678,660,90.9091,0,0,0,14,0.016379,367,1,1,70,0,-0.07,511,0,0,20.6,4,17.7801
0,36.4393,15.8303,0.106381,628,95.5414,0,0,0,20,0.01619,368,1,1,72,0,-0.175,767,3.01875,0,19.5,4,17.387
1,40.3175,12.1766,0.128435,632,94.9367,0,0,0,4,0.016127,383,1,1,73,0,-0.175,255,1.4875,0,0,4,17.7638
0,38.5983,8.35686,0.086921,684,87.7193,26.677,171.899,0,8,0.01619,382,1,1,71,0,0.07,255,3.01875,0,6.7,4,17.7526
1,33.5255,9.83705,0.140111,604,99.3377,0,0,0,12,0.016064,376,1,1,70,0,0,255,3.01875,0,0,4,17.2583
1,36.0379,15.4747,0.149192,588,102.041,39.716,184.747,0,0,0.016001,377,1,1,73,0,0.07,496,5.99375,0,2.8,4,17.3718
1,35.3361,12.3195,0.093407,604,99.3377,0,0,0,4,0.016064,370,1,1,74,0,0.28,496,5.99375,0,16.3,4,17.3246
1,33.134,10.7058,0.108975,640,93.75,31.121,176.394,0,-6,0.015875,373,1,1,74,0,0.28,496,5.99375,0,0,4,17.0761
1,33.0198,8.53336,0.11157,640,93.75,0,0,0,0,0.016001,370,1,1,74,0,0.175,496,5.99375,0,0,4,17.0633
1,33.284,7.60936,0.083029,644,93.1677,27.09,171.144,0,20,0.016127,373,1,1,72,0,0.175,1008,5.99375,0,20.6,4,16.8922
1,35.0784,12.7101,0.081731,624,96.1538,0,0,0,-16,0.016001,363,1,1,67,0,0,240,3.01875,0,18.4,4,17.2414
1,33.6584,12.7507,0.121949,628,95.5414,27.178,161.685,0,8,0.01619,364,1,1,66,0,0,255,1.4875,0,21,4,17.1091
1,33.894,11.239,0.093407,640,93.75,27.695,160.363,0,2,0.016127,367,1,1,67,0,0,240,3.01875,0,19.3,4,17.0769
1,33.0956,10.5255,0.124543,636,94.3396,27.863,157.382,0,18,0.016379,371,1,1,68,0,0,255,3.01875,0,27.1,4,16.8828
1,34.785,12.2776,0.120651,644,93.1677,27.402,156.955,0,12,0.01619,369,1,1,69,0,0,511,3.01875,0,29.1,4,16.9801
1,36.1085,10.5446,0.114165,676,88.7574,0,0,0,8,0.016127,378,1,1,69,0,0,511,1.4875,0,4.9,4,17.0947
1,34.9471,13.0362,0.1453,684,87.7193,28.795,161.459,0,14,0.016253,366,1,1,69,0,0.07,240,3.01875,0,4.9,4,16.9964
1,35.2896,16.1833,0.11157,660,90.9091,31.117,163.813,0,-2,0.015875,380,1,1,71,10.4,0.455,752,5.99375,0,0,4,16.9921
1,35.1549,10.7794,0.102489,608,98.6842,0,0,0,-6,0.016127,352,1,1,68,0,-0.56,511,1.4875,1,42.6,4,17.943
0,30.7335,10.0862,0.099894,648,92.5926,32.528,159.047,0,0,0.016001,369,1,1,71,0,0,1023,3.01875,0,20.4,4,17.3938
1,32.1078,10.3781,0.123246,660,90.9091,34.034,161.234,0,-2,0.015812,369,1,1,71,0,0.385,240,5.99375,0,11.9,4,17.123
1,31.8196,12.364,0.106381,640,93.75,0,0,0,-24,0.015812,365,1,1,71,0,0.385,240,5.99375,0,10.6,4,17.0182
1,33.8608,13.7818,0.114165,660,90.9091,33.528,166.502,0,-18,0.015686,372,1,1,72,0,0.175,496,4.50625,0,7.6,4,17.0743
1,32.7871,16.2154,0.105083,668,89.8204,33.042,162.638,0,18,0.016127,364,1,1,72,0,0.28,496,7.48125,0,9.5,4,16.8204
1,32.813,10.1021,0.105083,668,89.8204,0,0,0,16,0.016001,369,1,1,72,0,0.455,496,7.48125,0,9.9,4,16.8232
1,32.7897,8.13274,0.105083,672,89.2857,31.622,168.015,0,6,0.015812,368,1,1,72,0,0.455,496,7.48125,0,14.1,4,16.7822
1,36.952,10.2814,0.106381,640,93.75,31.889,157.404,0,6,0.015749,369,1,1,72,0,0.07,1008,5.99375,0,0,4,17.022
1,38.7511,12.0732,0.103786,648,92.5926,32.436,149.466,0,18,0.016442,360,1,1,70,0,-0.385,1023,1.4875,0,16,4,17.1124
0,39.6947,16.144,0.103786,644,93.1677,0,0,0,22,0.016442,358,1,1,70,0,0,767,3.01875,0,0,4,17.2149
1,36.7333,14.9122,0.119354,652,92.0245,0,0,0,40,0.016505,368,1,1,72,0,0.455,496,5.99375,0,0,4,17.0031
1,35.2063,15.7667,0.093407,664,90.3614,34.043,141.187,0,30,0.015938,365,1,1,72,0,0.385,240,5.99375,0,0,4,16.8866
1,34.9201,15.3511,0.114165,660,90.9091,0,0,0,0,0.016001,367,1,1,72,0,0.455,752,7.48125,0,14.3,4,16.807
1,34.245,12.6296,0.106381,636,94.3396,31.413,143.425,0,14,0.016064,375,1,1,71,0,0.28,496,5.99375,0,15.6,4,16.7313
1,34.4282,12.6259,0.11157,648,92.5926,30.622,139.957,0,-2,0.016001,377,1,1,70,0,0,1023,3.01875,0,21,4,16.8001
1,37.0057,16.6579,0.048001,652,92.0245,32.702,133.111,0,16,0.016379,365,1,1,73,0,0,752,4.50625,0,2.3,4,17.0666
1,32.8463,8.87905,0.120651,672,89.2857,31.752,138.256,0,26,0.01556,370,1,1,74,0,0.175,240,5.99375,0,16.9,4,16.4981
1,33.963,10.0591,0.120651,672,89.2857,0,0,0,-12,0.016001,364,1,1,75,0,-0.175,511,3.01875,0,29.7,4,16.4433
1,34.017,10.8007,0.102489,700,85.7143,30.564,123.817,0,-6,0.015812,368,1,1,74,0,-0.07,511,3.01875,0,30.2,4,16.4326
1,33.9573,16.6234,0.112867,696,86.2069,0,0,0,-2,0.016127,373,1,1,72,0,0,240,4.50625,0,25,4,16.3993
1,34.0966,15.9189,0.112867,676,88.7574,29.135,120.994,0,-6,0.01619,360,1,1,73,0,-0.175,511,3.01875,0,30.6,4,16.3493
1,35.7683,9.25075,0.124543,712,84.2697,0,0,0,24,0.016694,371,1,1,75,0,0,1008,3.01875,0,9.5,4,16.5421
1,35.9131,8.01134,0.118057,640,93.75,31.331,118.399,0,22,0.017576,377,1,1,76,0,-0.28,767,0,0,0,4,16.5919
1,34.8008,19.8763,0.099894,720,83.3333,0,0,0,14,0.016757,376,1,1,75,0,-0.455,255,0,0,13,4,16.5592
1,34.2738,11.4487,0.121949,688,87.2093,32.665,123.835,0,-12,0.016316,383,1,1,75,0,-0.56,511,0,0,0,4,16.4233
1,35.3361,8.80508,0.097299,680,88.2353,32.665,123.835,0,-6,0.016379,384,1,1,76,0.8,-0.385,511,0,0,0,4,16.4824
1,34.2681,13.4295,0.112867,684,87.7193,31.968,125.732,0,-12,0.016505,383,1,1,75,0,-0.665,1023,1.4875,1,0,4,16.3769
1,33.5123,10.2637,0.1453,712,84.2697,0,0,0,32,0.016946,384,1,1,76,0,-0.175,255,0,0,0,4,16.284
1,33.1542,10.2239,0.120651,680,88.2353,0,0,0,6,0.01682,381,1,1,76,0,-0.07,255,0,0,18.4,4,16.1632
1,33.9246,10.2882,0.090813,712,84.2697,0,0,0,-6,0.016694,377,1,1,74,0,-0.28,511,0,0,3.6,4,16.1284
1,34.849,9.36247,0.096002,688,87.2093,30.546,142.171,0,-4,0.016505,382,1,1,73,0,-0.665,511,0,0,10.8,4,16.1831
0,33.5894,14.0326,0.103786,716,83.7989,0,0,0,10,0.016631,371,1,1,75,0,-0.07,1023,3.01875,0,0,4,16.3486
1,33.6851,8.90659,0.103786,728,82.4176,0,0,0,12,0.016442,376,1,1,75,0,-0.07,1023,3.01875,0,0,4,16.3326
1,39.1395,16.1149,0.097299,688,87.2093,31.422,165.177,0,-12,0.015812,383,1,1,76,0,0.07,767,3.01875,0,0,4,16.7933
1,39.0357,12.5441,0.101191,696,86.2069,31.422,165.177,0,14,0.016253,379,1,1,76,0,-0.175,767,3.01875,0,1.7,4,16.8161
1,33.7933,12.942,0.101191,688,87.2093,30.624,159.028,0,20,0.016253,373,1,1,75,0,0,240,3.01875,0,24.7,4,16.2598
1,34.7567,15.2709,0.144003,688,87.2093,29.331,159.542,0,-8,0.01619,366,1,1,74,0,0,496,4.50625,0,23,4,16.3031
1,38.8684,8.5723,0.090813,652,92.0245,0,0,0,44,0.016757,375,1,1,76,0,-0.175,767,1.4875,0,9.7,4,16.5854
1,38.7508,12.3943,0.094705,652,92.0245,0,0,0,44,0.016757,375,1,1,76,0,-0.07,255,3.01875,0,9.7,4,16.6209
1,36.61,11.2389,0.083029,684,87.7193,30.68,159.009,0,4,0.016316,384,1,1,77,0,0,240,3.01875,0,10.2,4,16.4765
1,35.8757,13.7736,0.096002,676,88.7574,0,0,0,40,0.016631,375,1,1,77,0,0.945,752,13.5188,0,25,4,16.4183
1,35.8306,12.34,0.096002,676,88.7574,30.955,160.035,0,40,0.016631,375,1,1,77,0,1.05,752,11.9875,0,25.4,4,16.3892
0,43.3936,13.1005,0.083029,680,88.2353,29.793,159.302,0,-22,0.015686,382,1,1,78,18.8,-0.28,511,0,0,0,4,17.6026
1,35.2517,12.917,0.102489,692,86.7052,31.681,156.164,0,16,0.016505,387,1,1,75,0,-0.28,767,0,0,7.1,4,17.0351
1,33.6413,8.40702,0.099894,704,85.2273,32.731,153.576,0,-14,0.016064,385,1,1,76,0,-0.455,767,0,0,13.6,4,16.8477
1,33.3343,9.94962,0.099894,684,87.7193,0,0,0,-32,0.016001,360,1,1,75,0,-0.28,1023,1.4875,0,17.8,4,16.722
1,33.1851,15.9156,0.123246,744,80.6452,29.514,159.174,0,8,0.016757,359,1,1,73,0,0,240,5.99375,0,21.5,4,16.8199
1,32.7651,9.26334,0.106381,700,85.7143,28.845,162.183,0,0,0.01619,357,1,1,71,0,0,752,5.99375,0,13.6,4,16.6429
1,33.5271,10.3547,0.110273,708,84.7458,0,0,0,-20,0.015938,364,1,1,75,0,-0.175,511,3.01875,0,12.8,4,16.9548
1,34.2707,8.69388,0.11157,696,86.2069,29.969,149.946,0,16,0.016505,362,1,1,70,0,0,752,3.01875,0,6.7,4,16.7916
1,33.764,18.9249,0.106381,672,89.2857,0,0,0,10,0.01619,358,1,1,74,0,0.455,1008,7.48125,0,33.6,4,16.5994
1,34.8182,12.278,0.124543,672,89.2857,29.862,145.738,0,6,0.016001,363,1,1,75,0,0.07,496,5.99375,0,21.3,4,16.5702
1,39.0959,10.7748,0.080434,704,85.2273,0,0,0,-4,0.015497,364,1,1,76,0,0.175,752,5.99375,0,17.3,4,17.2447
1,34.993,8.11268,0.103786,696,86.2069,0,0,0,56,0.016505,368,1,1,77,0,0.28,1008,5.99375,0,9.3,4,16.8739
0,36.3827,12.726,0.12584,688,87.2093,0,0,0,4,0.016316,364,1,1,77,0,0.385,752,7.48125,0,24.7,4,16.85
0,32.3948,10.295,0.102489,688,87.2093,31.635,126.753,0,32,0.016694,363,1,1,76,0,0.28,240,5.99375,0,19.1,4,16.4205
0,32.4127,20.0591,0.102489,688,87.2093,31.635,126.753,0,16,0.01682,363,1,1,76,0,0.28,240,5.99375,0,19.1,4,16.4312
0,38.6849,7.55869,0.105083,672,89.2857,0,0,0,26,0.01682,364,1,1,78,0,0.175,1008,5.99375,0,6.7,4,16.8295
0,38.9151,11.9054,0.105083,672,89.2857,0,0,0,0,0.016379,364,1,1,78,0,0.07,1008,4.50625,0,13.2,4,16.8477
0,43.9419,10.3422,0.103786,680,88.2353,30.943,109.553,0,24,0.016568,377,1,1,76,17.6,-0.175,511,1.4875,0,0,4,17.8584
0,38.4652,16.5786,0.127138,664,90.3614,31.012,113.977,0,16,0.014363,370,1,1,75,0,0,1008,4.50625,0,0,4,17.7625
0,33.7123,11.6415,0.103786,620,96.7742,0,0,0,-16,0.015875,366,2,1,69,0,-0.175,255,0,0,0,4,17.3546
0,33.5232,9.69592,0.103786,620,96.7742,0,0,0,-8,0.015938,371,2,1,69,0,-0.175,255,0,0,2.8,4,17.3324
0,34.9038,19.5005,0.105083,712,84.2697,0,0,0,-4,0.016379,365,2,1,74,0,-0.385,1023,0,0,29.9,4,17.157
0,32.4651,15.5162,0.118057,684,87.7193,21.679,130.694,0,-20,0.016064,358,2,1,73,0,-0.28,767,1.4875,0,0,4,16.9054
0,32.4337,11.8818,0.103786,672,89.2857,22.225,131.335,0,14,0.016505,369,2,1,73,0.8,-0.385,767,0,0,0,4,16.8561
0,33.2313,10.9418,0.068758,688,87.2093,23.448,133.132,0,12,0.016316,374,2,1,73,12,0.175,240,3.01875,0,0,4,16.7668
0,33.6646,9.78672,0.094705,664,90.3614,25.843,136.722,0,36,0.016064,373,2,1,74,18.4,0.07,255,4.50625,0,0,4,16.7494
0,36.171,9.99077,0.115462,684,87.7193,0,0,0,0,0.015749,378,0,1,68,0,0,255,3.01875,0,0,4,16.9415
0,32.7311,15.5756,0.099894,652,92.0245,0,0,0,0,0.015182,386,2,1,67,0,-0.28,255,0,0,18.6,4,16.6026
0,32.8328,9.05062,0.099894,652,92.0245,0,0,0,-28,0.015245,384,2,1,69,0,0,1023,1.4875,0,19.9,4,16.5443
0,32.989,11.1656,0.112867,664,90.3614,0,0,0,-8,0.015308,382,2,1,69,0,0,255,3.01875,0,11.3,4,16.5704
0,39.8066,12.3746,0.136219,648,92.5926,24.95,142.193,0,-36,0.015056,375,2,1,75,15.6,-0.175,1023,1.4875,0,0,4,17.0292
0,38.379,13.3008,0.114165,640,93.75,0,0,0,-2,0.015938,372,2,1,76,16.8,-0.385,767,0,0,0,4,16.9624
0,33.0603,9.38441,0.080434,652,92.0245,22.896,142.397,0,26,0.017261,366,0,1,74,25.6,0,255,3.01875,1,0,4,16.5465
0,33.0357,12.5871,0.103786,660,90.9091,0,0,0,18,0.017639,366,0,1,73,28.8,0,767,0,0,0,3,16.4943
0,38.6909,13.1013,0.119354,632,94.9367,0,0,0,-16,0.018395,382,0,1,55,0,0.07,511,1.4875,0,20.6,1,17.3165
0,35.7937,13.5152,0.098597,648,92.5926,0,0,0,-14,0.016253,347,2,1,56,7.2,0,255,0,0,0,2,17.0785
1,37.941,16.8965,0.269844,656,91.4634,0,0,4,4,0.01493,319,2,1,68,18.4,0.28,496,5.99375,0,0,4,15.527
0,37.2579,13.1081,0.285411,640,93.75,0,0,4,4,0.015119,322,2,1,70,4,-1.925,511,42,1,0,4,15.4768
1,36.7859,11.959,0.252978,612,98.0392,0,0,4,4,0.015308,313,2,1,65,0,-2.24,510,40.5125,1,11.9,3,15.4206
1,29.0413,15.623,0.281519,608,98.6842,0,0,4,16,0.015749,318,2,1,67,0,-0.455,255,4.50625,1,23.9,3,14.7769
1,33.217,13.0612,0.281519,616,97.4026,0,0,4,46,0.016001,352,2,1,67,0.4,0.28,240,5.99375,0,0,4,15.5085
1,32.0762,15.4373,0.26206,712,84.2697,0,0,4,36,0.016946,393,2,1,70,0,0.07,240,4.50625,0,48.6,4,15.2628
1,32.2586,16.2277,0.255573,588,102.041,0,0,4,-14,0.014804,369,2,1,68,0,-0.07,255,4.50625,0,29.5,4,15.0615
1,35.142,13.7749,0.282817,700,85.7143,0,0,4,-34,0.014048,361,2,1,68,0,0,496,3.01875,0,28.6,4,15.2356
1,40.0045,16.0695,0.236113,600,100,0,0,4,0,0.009827,367,0,1,63,8,0,496,4.50625,0,0,4,15.7568
1,35.9824,12.0478,0.269844,792,75.7576,0,0,4,0,0.008693,367,0,1,64,11.2,0,496,4.50625,0,0,4,15.5349
1,34.5395,11.9022,0.277627,788,76.1421,0,0,4,0,0.014237,367,0,1,60,0,-0.07,767,0,0,12.8,4,15.2088
1,34.4614,7.92804,0.275033,716,83.7989,0,0,4,0,0.014237,367,0,1,58,0,-0.07,1023,1.4875,0,0,4,15.1871
1,42.9974,13.1368,0.085623,632,94.9367,0,0,0,0,0.015875,366,0,1,67,28.4,-0.56,496,322.481,1,0,7,11.6466
1,46.4812,13.9753,0.097299,596,100.671,0,0,0,0,0.015875,366,0,1,71,0,0.56,754,347.988,0,10.4,1,12.0535
1,40.6631,11.1933,0.075245,640,93.75,0,0,0,0,0.015875,366,0,1,75,15.2,-0.665,496,1.4875,1,0,1,11.8405
1,37.2859,6.52757,0.103786,740,81.0811,14.739,72.9,0,0,0.016253,352,0,1,83,22,0.28,1008,11.9875,0,0,4,11.0953
