Cust_id,Age,Account_balance,Personal_loan_ind,Home_loan_ind,Prime_Customer_ind,Overall_Satisfaction
CX01-7082,46,37997,1,0,0,Satisfied
CX01-7083,70,49120,0,0,0,Dis Satisfied
CX01-7084,47,17957,1,1,1,Dis Satisfied
CX01-7085,23,94948,0,0,1,Satisfied
CX01-7086,32,101154,0,0,1,Satisfied
CX01-7087,33,58572,0,1,1,Satisfied
CX01-7088,29,80808,1,0,0,Satisfied
CX01-7089,22,98695,0,1,0,Satisfied
CX01-709,30,80923,0,1,1,Satisfied
CX01-7090,75,37922,1,0,0,Dis Satisfied
CX01-7091,36,36984,0,0,1,Satisfied
CX01-7092,73,31020,1,0,0,Dis Satisfied
CX01-7093,31,36042,0,0,0,Dis Satisfied
CX01-7094,46,37942,1,1,0,Dis Satisfied
CX01-7095,48,51729,0,0,1,Satisfied
CX01-7096,71,7950,1,0,1,Dis Satisfied
CX01-7097,26,68486,0,1,1,Satisfied
CX01-7098,42,23018,0,0,0,Dis Satisfied
CX01-7099,45,22089,1,0,1,Dis Satisfied
CX01-710,23,51222,1,1,1,Satisfied
CX01-7100,58,39403,1,0,0,Dis Satisfied
CX01-7101,55,18918,0,1,1,Dis Satisfied
CX01-7102,38,31080,0,1,0,Dis Satisfied
CX01-7103,53,9091,1,0,0,Dis Satisfied
CX01-7104,47,45223,0,1,1,Satisfied
CX01-7105,61,9961,0,0,0,Dis Satisfied
CX01-7106,29,49634,0,1,1,Satisfied
CX01-7107,56,35927,1,0,0,Dis Satisfied
CX01-7108,23,59959,1,1,1,Satisfied
CX01-7109,25,92696,0,1,1,Satisfied
CX01-711,37,4993,0,0,1,Dis Satisfied
CX01-7110,62,9041,1,1,0,Dis Satisfied
CX01-7111,50,24012,1,0,0,Dis Satisfied
CX01-7112,72,28079,1,1,1,Dis Satisfied
CX01-7113,74,29068,0,0,1,Dis Satisfied
CX01-7114,53,24084,1,1,0,Dis Satisfied
CX01-7115,22,80799,1,0,1,Satisfied
CX01-7116,35,38014,0,0,1,Dis Satisfied
CX01-7117,72,19950,0,1,0,Dis Satisfied
CX01-7118,65,36084,0,0,1,Dis Satisfied
CX01-7119,39,39065,1,1,1,Dis Satisfied
CX01-712,66,38033,1,0,0,Dis Satisfied
CX01-7120,51,33054,1,0,0,Dis Satisfied
CX01-7121,71,29069,0,0,0,Dis Satisfied
CX01-7122,27,82881,0,0,1,Satisfied
CX01-7123,46,69895,1,1,1,Satisfied
CX01-7124,24,45324,1,0,1,Satisfied
CX01-7125,36,43971,1,1,1,Satisfied
CX01-7126,36,15106,0,0,0,Dis Satisfied
CX01-7127,58,8015,1,1,0,Dis Satisfied
CX01-7128,38,5938,1,0,1,Dis Satisfied
CX01-7129,36,81799,1,1,1,Satisfied
CX01-713,22,56066,1,0,1,Satisfied
CX01-7130,44,4915,0,0,1,Dis Satisfied
CX01-7131,42,24959,1,1,0,Dis Satisfied
CX01-7132,38,15951,0,0,0,Dis Satisfied
CX01-7133,34,45598,0,0,1,Satisfied
CX01-7134,43,13089,1,0,0,Dis Satisfied
CX01-7135,58,17941,1,1,1,Dis Satisfied
CX01-7136,21,31964,1,0,1,Satisfied
CX01-7137,23,61267,0,0,1,Satisfied
CX01-7138,57,10970,1,1,1,Dis Satisfied
CX01-7139,26,48914,1,1,1,Satisfied
CX01-714,36,32019,0,1,0,Dis Satisfied
CX01-7140,41,23974,1,1,1,Dis Satisfied
CX01-7141,50,36842,0,0,1,Satisfied
CX01-7142,74,29992,1,1,1,Dis Satisfied
CX01-7143,23,36931,1,1,1,Satisfied
CX01-7144,42,29942,0,0,0,Satisfied
CX01-7145,65,28056,0,1,0,Dis Satisfied
CX01-7146,44,31017,0,1,1,Satisfied
CX01-7147,36,54363,0,0,1,Satisfied
CX01-7148,43,31087,1,1,0,Dis Satisfied
CX01-7149,42,26065,0,0,0,Dis Satisfied
CX01-715,54,21073,0,1,1,Dis Satisfied
CX01-7150,49,23982,0,0,0,Dis Satisfied
CX01-7151,29,34272,0,0,1,Satisfied
CX01-7152,26,98568,0,1,1,Satisfied
CX01-7153,60,17043,0,1,1,Dis Satisfied
CX01-7154,34,30955,1,0,1,Satisfied
CX01-7155,46,32093,0,1,1,Satisfied
CX01-7156,40,32993,1,0,0,Dis Satisfied
CX01-7157,35,86090,0,0,1,Satisfied
CX01-7158,27,73716,0,0,0,Satisfied
CX01-7159,69,39094,0,1,1,Dis Satisfied
CX01-716,58,39038,0,0,1,Dis Satisfied
CX01-7160,54,10940,0,0,1,Dis Satisfied
CX01-7161,45,21970,1,1,0,Dis Satisfied
CX01-7162,42,29948,1,0,0,Dis Satisfied
CX01-7163,27,96734,0,0,1,Satisfied
CX01-7164,45,65298,1,1,1,Satisfied
CX01-7165,56,7996,1,1,0,Dis Satisfied
CX01-7166,45,24064,1,1,1,Dis Satisfied
CX01-7167,54,17913,0,1,1,Dis Satisfied
CX01-7168,57,16972,1,1,0,Dis Satisfied
CX01-7169,34,88322,0,0,0,Satisfied
CX01-717,63,17093,0,1,1,Dis Satisfied
CX01-7170,46,63326,1,1,1,Satisfied
CX01-7171,39,47692,1,1,1,Satisfied
CX01-7172,44,54668,1,1,1,Satisfied
CX01-7173,53,36993,0,1,0,Dis Satisfied
CX01-7174,25,83466,1,0,1,Satisfied
CX01-7175,74,9988,1,1,0,Dis Satisfied
CX01-7176,22,92396,0,0,1,Satisfied
CX01-7177,66,33920,1,1,0,Dis Satisfied
CX01-7178,60,33019,1,1,0,Dis Satisfied
CX01-7179,59,7988,0,0,1,Dis Satisfied
CX01-718,66,25069,1,0,0,Dis Satisfied
CX01-7180,38,58895,1,1,1,Satisfied
CX01-7181,59,27059,1,0,0,Dis Satisfied
CX01-7182,20,32947,1,0,0,Satisfied
CX01-7183,40,21040,1,1,1,Dis Satisfied
CX01-7184,64,31013,0,1,0,Dis Satisfied
CX01-7185,34,57694,1,1,1,Satisfied
CX01-7186,43,31095,1,1,1,Satisfied
CX01-7187,41,63410,0,1,0,Satisfied
CX01-7188,27,101173,1,1,1,Satisfied
CX01-7189,35,57940,1,1,1,Satisfied
CX01-719,34,11966,1,0,0,Dis Satisfied
CX01-7190,54,21076,1,1,0,Satisfied
CX01-7191,39,50890,1,0,0,Satisfied
CX01-7192,39,59778,1,0,0,Satisfied
CX01-7193,24,36115,1,0,1,Satisfied
CX01-7194,35,72948,1,1,1,Satisfied
CX01-7195,30,75636,1,0,1,Satisfied
CX01-7196,50,37069,1,1,1,Satisfied
CX01-7197,22,57005,1,0,1,Satisfied
CX01-7198,61,35035,0,0,0,Satisfied
CX01-7199,40,29093,1,0,1,Satisfied
CX01-720,46,46928,0,0,1,Satisfied
CX01-7200,71,16040,1,0,1,Satisfied
CX01-7201,57,36925,0,0,0,Satisfied
CX01-7202,62,5924,0,0,1,Satisfied
CX01-7203,25,59637,0,1,1,Satisfied
CX01-7204,43,27107,1,1,1,Dis Satisfied
CX01-7205,56,8986,1,0,1,Dis Satisfied
CX01-7206,52,33687,0,1,0,Dis Satisfied
CX01-7207,62,26937,0,1,0,Dis Satisfied
CX01-7208,42,38116,1,1,1,Satisfied
CX01-7209,67,17923,1,0,1,Dis Satisfied
CX01-721,51,25093,0,0,0,Dis Satisfied
CX01-7210,35,37035,1,0,0,Dis Satisfied
CX01-7211,50,13008,1,1,1,Dis Satisfied
CX01-7212,53,14101,0,1,1,Dis Satisfied
CX01-7213,26,87329,1,0,1,Satisfied
CX01-7214,41,33094,0,1,0,Dis Satisfied
CX01-7215,72,27964,0,1,1,Dis Satisfied
CX01-7216,23,32001,1,1,1,Satisfied
CX01-7217,40,69605,0,1,0,Satisfied
CX01-7218,58,32937,1,1,0,Dis Satisfied
CX01-7219,56,9039,0,0,0,Dis Satisfied
CX01-722,51,38097,1,0,1,Dis Satisfied
CX01-7220,42,23947,1,1,0,Dis Satisfied
CX01-7221,26,94553,0,0,1,Satisfied
CX01-7222,59,5006,0,0,0,Dis Satisfied
CX01-7223,39,14925,0,0,0,Dis Satisfied
CX01-7224,27,91986,1,1,1,Satisfied
CX01-7225,36,46223,0,1,0,Satisfied
CX01-7226,38,37507,0,0,0,Satisfied
CX01-7227,74,38985,1,1,1,Dis Satisfied
CX01-7228,29,80757,1,0,1,Satisfied
CX01-7229,29,89562,0,1,0,Satisfied
CX01-723,38,33944,1,1,1,Satisfied
CX01-7230,67,15987,0,1,1,Dis Satisfied
CX01-7231,48,55413,1,1,1,Satisfied
CX01-7232,36,19110,0,1,0,Dis Satisfied
CX01-7233,42,56983,1,0,1,Satisfied
CX01-7234,26,103683,1,1,0,Satisfied
CX01-7235,37,82656,0,0,1,Satisfied
CX01-7236,32,5931,0,1,0,Dis Satisfied
CX01-7237,34,82364,0,1,0,Satisfied
CX01-7238,22,94021,0,1,1,Satisfied
CX01-7239,62,11071,1,1,1,Satisfied
CX01-724,61,13051,0,1,0,Dis Satisfied
CX01-7240,54,41905,1,1,0,Satisfied
CX01-7241,41,21972,0,0,1,Satisfied
CX01-7242,53,23993,0,1,1,Satisfied
CX01-7243,44,32027,1,0,0,Satisfied
CX01-7244,26,64819,0,1,1,Satisfied
CX01-7245,24,72515,1,0,0,Satisfied
CX01-7246,25,66154,1,0,1,Satisfied
CX01-7247,29,98379,0,0,0,Satisfied
CX01-7248,27,89320,0,0,1,Satisfied
CX01-7249,65,13945,0,1,1,Satisfied
CX01-725,22,32991,1,1,1,Satisfied
CX01-7250,62,6022,0,0,0,Satisfied
CX01-7251,41,91597,0,0,1,Satisfied
CX01-7252,21,31063,1,0,0,Satisfied
CX01-7253,45,6046,0,1,0,Dis Satisfied
CX01-7254,41,31071,1,1,0,Satisfied
CX01-7255,27,96715,1,1,1,Satisfied
CX01-7256,35,30978,0,1,1,Satisfied
CX01-7257,43,90846,1,1,1,Satisfied
CX01-7258,61,14953,0,0,1,Dis Satisfied
CX01-7259,72,11960,1,1,0,Dis Satisfied
CX01-726,43,98594,1,1,1,Satisfied
CX01-7260,35,17019,0,1,1,Dis Satisfied
CX01-7261,67,26967,0,1,1,Dis Satisfied
CX01-7262,60,7057,1,0,0,Dis Satisfied
CX01-7263,23,53040,0,1,1,Satisfied
CX01-7264,57,10976,1,1,0,Dis Satisfied
CX01-7265,47,14034,0,1,0,Dis Satisfied
CX01-7266,56,25945,1,0,0,Dis Satisfied
CX01-7267,25,57903,0,0,1,Satisfied
CX01-7268,31,86422,1,0,1,Satisfied
CX01-7269,57,23027,1,1,1,Dis Satisfied
CX01-727,35,6101,0,1,0,Dis Satisfied
CX01-7270,32,95875,1,1,0,Satisfied
CX01-7271,25,38007,0,1,1,Satisfied
CX01-7272,44,41267,1,0,1,Satisfied
CX01-7273,38,15096,1,0,0,Dis Satisfied
CX01-7274,67,38944,0,0,1,Dis Satisfied
CX01-7275,71,10983,1,1,0,Dis Satisfied
CX01-7276,72,28099,0,1,0,Dis Satisfied
CX01-7277,48,64645,1,1,0,Satisfied
CX01-7278,37,36053,0,0,0,Dis Satisfied
CX01-7279,39,12968,0,1,0,Dis Satisfied
CX01-728,44,17036,0,0,1,Dis Satisfied
CX01-7280,58,22089,0,0,1,Dis Satisfied
CX01-7281,43,6041,0,1,0,Dis Satisfied
CX01-7282,47,98108,1,0,1,Satisfied
CX01-7283,38,16956,1,0,0,Dis Satisfied
CX01-7284,63,35926,1,0,0,Dis Satisfied
CX01-7285,24,96493,1,0,1,Satisfied
CX01-7286,46,73983,1,0,1,Satisfied
CX01-7287,37,36928,1,0,0,Dis Satisfied
CX01-7288,37,62314,0,1,0,Satisfied
CX01-7289,70,16027,0,1,1,Dis Satisfied
CX01-729,43,79520,1,0,0,Satisfied
CX01-7290,47,5064,0,0,0,Dis Satisfied
CX01-7291,40,47438,1,1,1,Satisfied
CX01-7292,73,29956,0,0,0,Dis Satisfied
CX01-7293,33,95594,0,0,0,Satisfied
CX01-7294,73,37007,0,1,1,Dis Satisfied
CX01-7295,26,41303,1,0,1,Satisfied
CX01-7296,51,21958,0,0,0,Dis Satisfied
CX01-7297,60,7911,0,0,1,Dis Satisfied
CX01-7298,71,7027,1,1,0,Dis Satisfied
CX01-7299,26,49654,0,1,1,Satisfied
CX01-730,39,40034,1,0,0,Dis Satisfied
CX01-7300,70,13096,1,1,1,Dis Satisfied
CX01-7301,42,77242,0,1,1,Satisfied
CX01-7302,33,25941,1,0,1,Dis Satisfied
CX01-7303,31,42950,1,0,1,Satisfied
CX01-7304,69,36093,0,1,0,Dis Satisfied
CX01-7305,32,63718,0,1,1,Satisfied
CX01-7306,58,16047,1,1,0,Dis Satisfied
CX01-7307,62,28963,0,1,0,Dis Satisfied
CX01-7308,46,23002,1,0,1,Dis Satisfied
CX01-7309,58,30969,0,0,0,Dis Satisfied
CX01-731,50,18917,1,0,1,Dis Satisfied
CX01-7310,68,8913,0,1,0,Dis Satisfied
CX01-7311,39,17991,1,0,0,Dis Satisfied
CX01-7312,66,9004,1,0,0,Dis Satisfied
CX01-7313,37,27016,0,1,0,Dis Satisfied
CX01-7314,43,34084,0,1,0,Dis Satisfied
CX01-7315,69,38213,1,0,1,Dis Satisfied
CX01-7316,22,67243,0,1,0,Satisfied
CX01-7317,35,15921,1,1,0,Dis Satisfied
CX01-7318,72,24982,0,1,1,Satisfied
CX01-7319,74,11930,1,1,0,Satisfied
CX01-732,44,26106,0,0,0,Dis Satisfied
CX01-7320,53,35048,0,0,1,Satisfied
CX01-7321,69,29115,1,1,0,Satisfied
CX01-7322,45,15088,1,1,1,Satisfied
CX01-7323,31,58294,1,0,1,Satisfied
CX01-7324,44,29111,0,1,1,Satisfied
CX01-7325,34,78886,0,1,1,Satisfied
CX01-7326,40,9949,0,0,0,Satisfied
CX01-7327,66,14976,1,1,1,Satisfied
CX01-7328,38,55283,0,1,1,Satisfied
CX01-7329,70,29927,1,0,0,Satisfied
CX01-733,41,32078,1,1,1,Satisfied
CX01-7330,38,65464,1,0,0,Satisfied
CX01-7331,24,63898,1,1,1,Satisfied
CX01-7332,21,84487,0,1,1,Satisfied
CX01-7333,39,38993,0,0,0,Dis Satisfied
CX01-7334,42,29923,0,0,1,Satisfied
CX01-7335,37,55855,1,0,1,Satisfied
CX01-7336,54,11958,0,1,0,Dis Satisfied
CX01-7337,31,77318,0,0,1,Satisfied
CX01-7338,21,75915,1,1,1,Satisfied
CX01-7339,52,32951,0,0,1,Dis Satisfied
CX01-734,19,33018,0,1,1,Satisfied
CX01-7340,21,65205,1,0,1,Satisfied
CX01-7341,40,20029,1,0,0,Dis Satisfied
CX01-7342,21,49615,1,0,0,Satisfied
CX01-7343,38,15966,0,0,0,Dis Satisfied
CX01-7344,42,39069,0,0,0,Dis Satisfied
CX01-7345,69,24011,0,1,0,Dis Satisfied
CX01-7346,21,92231,1,1,0,Satisfied
CX01-7347,26,71476,1,0,1,Satisfied
CX01-7348,65,27024,1,0,1,Dis Satisfied
CX01-7349,52,30063,1,0,0,Dis Satisfied
CX01-735,46,69988,1,0,1,Satisfied
CX01-7350,36,65340,1,1,1,Satisfied
CX01-7351,39,86033,1,0,1,Satisfied
CX01-7352,40,33062,0,1,1,Satisfied
CX01-7353,35,78002,0,1,1,Satisfied
CX01-7354,47,65310,0,1,1,Satisfied
CX01-7355,70,6921,0,0,0,Dis Satisfied
CX01-7356,38,37099,1,0,0,Satisfied
CX01-7357,60,38072,0,1,0,Dis Satisfied
CX01-7358,67,8949,1,1,0,Dis Satisfied
CX01-7359,43,82768,0,0,1,Satisfied
CX01-736,32,32953,0,0,1,Dis Satisfied
CX01-7360,45,16012,1,0,0,Dis Satisfied
CX01-7361,62,26975,1,1,1,Dis Satisfied
CX01-7362,48,54615,0,1,1,Satisfied
CX01-7363,32,69820,1,0,1,Satisfied
CX01-7364,36,36051,1,0,0,Dis Satisfied
CX01-7365,30,32041,0,1,1,Satisfied
CX01-7366,66,26021,0,0,0,Dis Satisfied
CX01-7367,29,50274,1,0,1,Satisfied
CX01-7368,22,80739,1,0,1,Satisfied
CX01-7369,42,93791,1,1,1,Satisfied
CX01-737,46,50543,0,1,1,Satisfied
CX01-7370,56,25110,1,0,1,Dis Satisfied
CX01-7371,39,79586,1,0,1,Satisfied
CX01-7372,40,39010,1,1,0,Satisfied
CX01-7373,36,38002,1,1,1,Satisfied
CX01-7374,37,20964,0,1,0,Dis Satisfied
CX01-7375,46,83194,1,0,1,Satisfied
CX01-7376,45,31068,1,0,1,Dis Satisfied
CX01-7377,39,84453,0,1,0,Satisfied
CX01-7378,61,15038,0,0,0,Dis Satisfied
CX01-7379,44,63095,0,1,1,Satisfied
CX01-738,71,20990,1,0,1,Dis Satisfied
CX01-7380,28,33970,1,1,1,Satisfied
CX01-7381,43,21036,1,0,0,Dis Satisfied
CX01-7382,71,12924,1,1,0,Dis Satisfied
CX01-7383,29,33053,0,1,0,Satisfied
CX01-7384,55,30986,1,0,0,Satisfied
CX01-7385,56,12052,0,0,0,Satisfied
CX01-7386,43,75125,1,0,1,Satisfied
CX01-7387,40,75134,1,1,1,Satisfied
CX01-7388,61,18089,1,0,0,Satisfied
CX01-7389,73,6963,0,1,0,Satisfied
CX01-739,40,86100,1,1,1,Satisfied
CX01-7390,36,37928,0,1,1,Satisfied
CX01-7391,38,84269,0,1,0,Satisfied
CX01-7392,44,88057,1,0,1,Satisfied
CX01-7393,42,17975,0,1,1,Satisfied
CX01-7394,34,47062,0,0,1,Satisfied
CX01-7395,71,12914,0,0,0,Satisfied
CX01-7396,22,37244,0,1,1,Satisfied
CX01-7397,42,7920,0,1,1,Satisfied
CX01-7398,33,52176,0,0,1,Satisfied
CX01-7399,35,7990,0,0,0,Dis Satisfied
CX01-740,48,8978,0,1,0,Dis Satisfied
CX01-7400,40,14922,1,1,0,Dis Satisfied
CX01-7401,40,31936,0,0,0,Satisfied
CX01-7402,26,36050,0,1,1,Satisfied
CX01-7403,38,41595,0,1,1,Satisfied
CX01-7404,42,16065,0,0,0,Dis Satisfied
CX01-7405,24,70881,1,0,0,Satisfied
CX01-7406,38,24913,0,0,1,Dis Satisfied
CX01-7407,64,10046,0,0,0,Dis Satisfied
CX01-7408,47,86917,0,0,1,Satisfied
CX01-7409,33,35101,1,1,1,Dis Satisfied
CX01-741,28,101021,0,0,1,Satisfied
CX01-7410,38,47571,1,1,0,Dis Satisfied
CX01-7411,19,49946,1,0,1,Satisfied
CX01-7412,41,18094,0,0,0,Dis Satisfied
CX01-7413,33,36930,0,1,1,Satisfied
CX01-7414,39,10038,0,0,1,Dis Satisfied
CX01-7415,22,47854,1,1,1,Satisfied
CX01-7416,25,100084,0,1,1,Satisfied
CX01-7417,24,31067,0,1,1,Satisfied
CX01-7418,46,53159,1,1,1,Satisfied
CX01-7419,45,10937,0,1,0,Satisfied
CX01-742,50,18994,1,0,1,Dis Satisfied
CX01-7420,62,31008,0,0,0,Satisfied
CX01-7421,71,16024,1,0,0,Satisfied
CX01-7422,69,36042,1,0,1,Satisfied
CX01-7423,25,61820,1,0,1,Satisfied
CX01-7424,63,23055,1,0,0,Satisfied
CX01-7425,53,9002,0,1,1,Satisfied
CX01-7426,66,33963,0,1,1,Satisfied
CX01-7427,37,38947,0,1,0,Satisfied
CX01-7428,64,20042,0,0,0,Satisfied
CX01-7429,24,70528,1,1,1,Satisfied
CX01-743,60,25992,0,0,0,Dis Satisfied
CX01-7430,70,6937,0,1,0,Satisfied
CX01-7431,69,37978,1,1,0,Dis Satisfied
CX01-7432,47,66921,1,1,1,Satisfied
CX01-7433,38,108669,0,1,1,Satisfied
CX01-7434,43,28070,0,0,0,Dis Satisfied
CX01-7435,32,44155,1,1,1,Satisfied
CX01-7436,44,9083,1,1,0,Dis Satisfied
CX01-7437,50,33940,0,1,1,Satisfied
CX01-7438,39,66390,0,0,1,Satisfied
CX01-7439,24,55686,0,0,1,Satisfied
CX01-744,44,35944,1,0,0,Satisfied
CX01-7440,39,36945,0,0,0,Dis Satisfied
CX01-7441,22,53967,1,1,1,Satisfied
CX01-7442,37,35965,1,0,0,Dis Satisfied
CX01-7443,22,41890,0,0,1,Satisfied
CX01-7444,50,77625,1,0,1,Satisfied
CX01-7445,39,67714,1,0,1,Satisfied
CX01-7446,52,20931,0,1,0,Dis Satisfied
CX01-7447,28,57593,1,0,1,Satisfied
CX01-7448,46,37509,1,1,1,Satisfied
CX01-7449,35,60625,1,0,1,Satisfied
CX01-745,32,33013,1,0,1,Satisfied
CX01-7450,70,28050,1,1,0,Satisfied
CX01-7451,40,33962,0,1,0,Satisfied
CX01-7452,49,59935,1,1,1,Satisfied
CX01-7453,53,25976,0,0,1,Satisfied
CX01-7454,54,38054,1,1,0,Satisfied
CX01-7455,49,22968,0,0,0,Satisfied
CX01-7456,64,27076,1,1,0,Satisfied
CX01-7457,63,10063,0,0,0,Satisfied
CX01-7458,29,55775,0,0,1,Satisfied
CX01-7459,54,7982,0,0,0,Satisfied
CX01-746,41,38074,0,1,0,Dis Satisfied
CX01-7460,32,14104,0,1,0,Satisfied
CX01-7461,62,17051,1,0,1,Dis Satisfied
CX01-7462,25,96249,0,0,1,Satisfied
CX01-7463,49,12030,1,1,0,Dis Satisfied
CX01-7464,45,5001,1,0,1,Dis Satisfied
CX01-7465,50,25047,1,0,1,Dis Satisfied
CX01-7466,63,18027,0,1,0,Dis Satisfied
CX01-7467,33,62170,0,1,1,Satisfied
CX01-7468,53,13922,0,1,1,Dis Satisfied
CX01-7469,51,16046,1,0,1,Dis Satisfied
CX01-747,72,18974,0,1,0,Dis Satisfied
CX01-7470,38,6937,1,0,1,Dis Satisfied
CX01-7471,61,11096,0,1,0,Dis Satisfied
CX01-7472,34,17024,1,0,1,Dis Satisfied
CX01-7473,50,5998,0,1,0,Dis Satisfied
CX01-7474,26,51683,0,0,1,Satisfied
CX01-7475,50,39078,1,1,1,Dis Satisfied
CX01-7476,64,32096,0,1,0,Dis Satisfied
CX01-7477,50,12045,1,1,1,Dis Satisfied
CX01-7478,36,25045,0,1,1,Dis Satisfied
CX01-7479,23,74771,0,0,0,Satisfied
CX01-748,54,15990,0,0,1,Dis Satisfied
CX01-7480,25,82999,1,1,1,Satisfied
CX01-7481,27,33092,0,0,0,Satisfied
CX01-7482,59,30947,1,1,0,Dis Satisfied
CX01-7483,39,29022,1,1,1,Dis Satisfied
CX01-7484,41,72979,1,1,1,Satisfied
CX01-7485,50,36953,0,1,1,Satisfied
CX01-7486,61,19041,0,0,1,Dis Satisfied
CX01-7487,68,15087,1,0,0,Dis Satisfied
CX01-7488,65,31303,1,1,1,Dis Satisfied
CX01-7489,22,50821,0,0,0,Satisfied
CX01-749,48,86715,0,0,1,Satisfied
CX01-7490,58,9998,0,0,0,Dis Satisfied
CX01-7491,31,54983,1,0,0,Satisfied
CX01-7492,25,56985,0,1,1,Satisfied
CX01-7493,50,32985,1,1,1,Dis Satisfied
CX01-7494,65,29076,0,1,0,Dis Satisfied
CX01-7495,43,34990,1,0,0,Dis Satisfied
CX01-7496,43,36394,0,1,1,Satisfied
CX01-7497,35,29029,0,1,1,Dis Satisfied
CX01-7498,34,61933,0,0,1,Satisfied
CX01-7499,44,32085,1,0,0,Dis Satisfied
CX01-750,37,55424,1,0,1,Satisfied
CX01-7500,45,32080,1,1,1,Dis Satisfied
CX01-7501,54,24054,0,1,0,Dis Satisfied
CX01-7502,51,6078,0,1,0,Dis Satisfied
CX01-7503,33,63892,0,0,1,Satisfied
CX01-7504,29,88396,0,0,0,Satisfied
CX01-7505,35,6096,0,1,1,Dis Satisfied
CX01-7506,35,31089,0,0,1,Satisfied
CX01-7507,31,26097,1,0,0,Dis Satisfied
CX01-7508,49,18915,0,1,0,Satisfied
CX01-7509,37,103787,0,1,0,Satisfied
CX01-751,73,33003,0,1,0,Dis Satisfied
CX01-7510,41,28974,1,0,0,Satisfied
CX01-7511,39,48979,0,1,0,Satisfied
CX01-7512,24,98497,0,0,1,Satisfied
CX01-7513,46,39119,1,0,0,Satisfied
CX01-7514,31,102158,1,0,1,Satisfied
CX01-7515,71,33002,1,1,1,Satisfied
CX01-7516,58,29950,1,0,0,Satisfied
CX01-7517,41,71031,0,1,1,Satisfied
CX01-7518,37,80082,1,0,1,Satisfied
CX01-7519,48,4938,0,1,0,Satisfied
CX01-752,30,59850,1,0,1,Satisfied
CX01-7520,52,29925,0,0,0,Satisfied
CX01-7521,37,6926,0,1,1,Satisfied
CX01-7522,69,7059,0,1,0,Dis Satisfied
CX01-7523,44,8019,1,0,1,Dis Satisfied
CX01-7524,38,5098,0,1,0,Dis Satisfied
CX01-7525,23,42098,1,1,1,Satisfied
CX01-7526,31,47998,0,1,0,Satisfied
CX01-7527,41,66245,1,0,1,Satisfied
CX01-7528,49,72737,1,1,0,Satisfied
CX01-7529,48,31112,1,0,0,Dis Satisfied
CX01-753,26,36107,0,1,1,Satisfied
CX01-7530,70,32115,0,0,1,Dis Satisfied
CX01-7531,64,12971,1,1,0,Dis Satisfied
CX01-7532,19,29997,1,1,1,Satisfied
CX01-7533,48,14036,1,1,0,Dis Satisfied
CX01-7534,60,5990,0,1,1,Dis Satisfied
CX01-7535,59,24917,0,1,0,Dis Satisfied
CX01-7536,41,103239,1,1,0,Satisfied
CX01-7537,53,10036,0,0,0,Dis Satisfied
CX01-7538,36,34092,0,0,1,Dis Satisfied
CX01-7539,43,4963,1,0,0,Dis Satisfied
CX01-754,42,7968,1,0,1,Dis Satisfied
CX01-7540,29,39017,1,1,0,Satisfied
CX01-7541,73,8905,1,0,1,Dis Satisfied
CX01-7542,35,81133,0,1,1,Satisfied
CX01-7543,37,8014,0,1,0,Dis Satisfied
CX01-7544,72,21088,1,1,1,Dis Satisfied
CX01-7545,36,72999,1,1,1,Satisfied
CX01-7546,31,34049,1,1,1,Satisfied
CX01-7547,47,42658,0,1,1,Satisfied
CX01-7548,56,22083,1,0,0,Dis Satisfied
CX01-7549,27,83170,1,0,1,Satisfied
CX01-755,49,22072,1,0,0,Dis Satisfied
CX01-7550,67,16987,0,0,1,Dis Satisfied
CX01-7551,45,57235,1,1,1,Satisfied
CX01-7552,71,11939,1,0,0,Dis Satisfied
CX01-7553,65,35106,0,0,1,Dis Satisfied
CX01-7554,43,97305,0,1,0,Satisfied
CX01-7555,67,38922,1,1,1,Satisfied
CX01-7556,31,64340,1,1,0,Satisfied
CX01-7557,39,11000,0,0,1,Satisfied
CX01-7558,28,59698,0,1,1,Satisfied
CX01-7559,44,44802,1,0,1,Satisfied
CX01-756,47,22041,1,0,0,Dis Satisfied
CX01-7560,46,39869,1,0,0,Satisfied
CX01-7561,34,72271,0,1,0,Satisfied
CX01-7562,64,29083,0,0,0,Satisfied
CX01-7563,49,8032,1,1,1,Satisfied
CX01-7564,47,81905,0,0,1,Satisfied
CX01-7565,46,70956,1,1,0,Satisfied
CX01-7566,42,70713,1,0,1,Satisfied
CX01-7567,46,28113,0,1,1,Satisfied
CX01-7568,31,70712,0,0,0,Satisfied
CX01-7569,56,25072,1,1,0,Dis Satisfied
CX01-757,40,29021,0,1,0,Dis Satisfied
CX01-7570,40,35110,1,0,1,Dis Satisfied
CX01-7571,40,24985,1,1,0,Dis Satisfied
CX01-7572,42,30063,0,1,0,Dis Satisfied
CX01-7573,27,57164,1,1,1,Satisfied
CX01-7574,36,106021,0,1,0,Satisfied
CX01-7575,44,33075,0,0,0,Dis Satisfied
CX01-7576,25,91688,1,0,0,Satisfied
CX01-7577,57,22993,1,1,0,Dis Satisfied
CX01-7578,45,26979,0,1,0,Dis Satisfied
CX01-7579,40,41771,0,1,0,Dis Satisfied
CX01-758,49,24056,0,0,0,Dis Satisfied
CX01-7580,39,94715,0,0,1,Satisfied
CX01-7581,29,99276,1,1,1,Satisfied
CX01-7582,44,74108,0,0,0,Satisfied
CX01-7583,50,7068,1,1,1,Dis Satisfied
